SY020702,SY0207,Banan
SY020703,SY0207,Hajeb
SY020701,SY0207,Khanaser
SY020002,SY0200,Tall Ed-daman
SY020006,SY0200,Hadher
SY020001,SY0200,Atareb
SY020003,SY0200,Haritan
SY020300,SY0203,Afrin
SY020601,SY0206,Lower Shyookh
SY020600,SY0206,Ain al Arab
SY020000,SY0200,Jebel Saman
SY020800,SY0208,Jarablus
SY020801,SY0208,Ghandorah
SY020301,SY0203,Bulbul
SY020303,SY0203,Raju
SY020306,SY0203,Ma'btali
SY020305,SY0203,Sheikh El-Hadid
SY020302,SY0203,Jandairis
SY020304,SY0203,Sharan
SY020602,SY0206,Sarin
SY020500,SY0205,Menbij
SY020501,SY0205,Abu Qalqal
SY050301,SY0503,Eastern Bari
SY050302,SY0503,As-Saan
SY050304,SY0503,Oqeirbat
SY050500,SY0505,Muhradah
SY020502,SY0205,Al-Khafsa
SY020503,SY0205,Maskana
SY050200,SY0502,As Suqaylabiyah
SY050201,SY0502,Tell Salhib
SY050202,SY0502,Ziyara
SY050203,SY0502,Shat-ha
SY050204,SY0502,Madiq Castle
SY050300,SY0503,As Salamiyeh
SY050501,SY0505,Kafr Zeita
SY050502,SY0505,Karnaz
SY050100,SY0501,Hama
SY050101,SY0501,Suran
SY050102,SY0501,Harbanifse
SY050103,SY0501,Hamra
SY050400,SY0504,Masyaf
SY050401,SY0504,Jeb Ramleh
SY050402,SY0504,Oj
SY050404,SY0504,Wadi El-oyoun
SY050403,SY0504,Ein Halaqim
SY040400,SY0404,Ar-Rastan
SY040600,SY0406,Al Makhrim
SY040601,SY0406,Jeb Ej-Jarrah
SY040500,SY0405,Tadmor
SY040501,SY0405,Sokhneh
SY040300,SY0403,Tall Kalakh
SY040401,SY0404,Talbiseh
SY040200,SY0402,Al Quasir
SY040301,SY0403,Hadideh
SY040304,SY0403,Hawash
SY040303,SY0403,Nasra
SY040100,SY0401,Homs
SY040101,SY0401,Taldu
SY040102,SY0401,Kherbet Tin Noor
SY040103,SY0401,Ein Elniser
SY040104,SY0401,Farqalas
SY040105,SY0401,Raqama
SY040107,SY0401,Mahin
SY040109,SY0401,Sadad
SY040106,SY0401,Qaryatein
SY040110,SY0401,Qabu
SY040111,SY0401,Shin
SY040108,SY0401,Hasyaa
SY120300,SY1203,Izra'
SY120200,SY1202,As Sanamayn
SY120201,SY1202,Masmiyyeh
SY120202,SY1202,Ghabagheb
SY120000,SY1200,Dar'a
SY120001,SY1200,Busra Esh-Sham
SY120002,SY1200,Kherbet Ghazala
SY120003,SY1200,Ash-Shajara
SY120004,SY1200,Da'el
SY120005,SY1200,Mzeireb
SY120006,SY1200,Jizeh
SY120007,SY1200,Mseifra
SY090200,SY0902,Abu Kamal
SY090201,SY0902,Hajin
SY090202,SY0902,Jalaa
SY090203,SY0902,Susat
SY090300,SY0903,Al Mayadin
SY090301,SY0903,Thiban
SY090302,SY0903,Ashara
SY090100,SY0901,Deir-ez-Zor
SY090101,SY0901,Kisreh
SY090102,SY0901,Basira
SY090103,SY0901,Muhasan
SY090104,SY0901,Tabni
SY090105,SY0901,Khasham
SY090106,SY0901,Sur
SY030400,SY0304,At Tall
SY030401,SY0304,Sidnaya
SY030402,SY0304,Rankus
SY030700,SY0307,Az Zabdani
SY030701,SY0307,Dimas
SY030702,SY0307,Ein Elfijeh
SY030703,SY0307,Madaya
SY030704,SY0307,Sarghaya
SY030300,SY0303,Al Qutayfah
SY030301,SY0303,Jirud
SY030302,SY0303,Ma'loula
SY030303,SY0303,Raheiba
SY030600,SY0306,An Nabk
SY030601,SY0306,Deir Attiyeh
SY030900,SY0309,Markaz Darayya
SY030901,SY0309,Sahnaya
SY030902,SY0309,Hajar Aswad
SY030200,SY0302,Duma
SY030201,SY0302,Harasta
SY030202,SY0302,Sabe Byar
SY030203,SY0302,Dhameer
SY030204,SY0302,Nashabiyeh
SY030205,SY0302,Ghizlaniyyeh
SY030206,SY0302,Haran Al'awameed
SY030800,SY0308,Quatana
SY030802,SY0308,Sa'sa'
SY030801,SY0308,Bait Jan
SY030101,SY0301,Kisweh
SY030102,SY0301,Babella
SY030103,SY0301,Jaramana
SY030104,SY0301,Maliha
SY030105,SY0301,Kafr Batna
SY030106,SY0301,Arbin
SY030107,SY0301,Qudsiya
SY030500,SY0305,Yabrud
SY030501,SY0305,Esal El-Ward
SY100500,SY1005,Sheikh Badr
SY100502,SY1005,Qumseyyeh
SY100501,SY1005,Baramanet Elmashayekh
SY100200,SY1002,Banyas
SY100201,SY1002,Rawda
SY100202,SY1002,Anaza
SY100204,SY1002,Hamam Wasil
SY100205,SY1002,Tawahin
SY100206,SY1002,Taleen
SY100203,SY1002,Qadmous
SY100400,SY1004,Dreikish
SY100401,SY1004,Jneinet Raslan
SY100402,SY1004,Hamin
SY100403,SY1004,Dweir Raslan
SY100300,SY1003,Safita
SY100301,SY1003,Mashta Elhiu
SY100302,SY1003,Bariqiyeh
SY100303,SY1003,Sibbeh
SY100304,SY1003,Sisniyyeh
SY100305,SY1003,Ras El-Khashufeh
SY100001,SY1000,Arwad
SY100000,SY1000,Tartous
SY100002,SY1000,Hameidiyyeh
SY100003,SY1000,Kherbet Elma'aza
SY100004,SY1000,Soda Khawabi
SY100005,SY1000,Kareemeh
SY100006,SY1000,Safsafa
SY010000,SY0100,Damascus
SY050303,SY0503,Saboura
SY130301,SY1303,Shaqa
SY130302,SY1303,Ariqa
SY130300,SY1303,Shahba
SY130200,SY1302,Salkhad
SY130201,SY1302,Qarayya
SY130202,SY1302,Gharyeh
SY130203,SY1302,Thibeen
SY130204,SY1302,Milh
SY130000,SY1300,As-Sweida
SY130001,SY1300,Mazra'a
SY130002,SY1300,Mashnaf
SY140200,SY1402,Fiq
SY140000,SY1400,Quneitra
SY140001,SY1400,Khan Arnaba
SY140002,SY1400,Al-Khashniyyeh
SY120301,SY1203,Jasim
SY120302,SY1203,Hrak
SY120303,SY1203,Nawa
SY120304,SY1203,Sheikh Miskine
SY120305,SY1203,Tassil
